Hour,Region,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,Total_Load_MW,AvailableRenewable_MW,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridLoadPurchase_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,GridEnergyForCost_MW,ChargeMode,GridImportMode,Scenario,CoordinationIteration
7,RegionE,381.7200000000,297.7400000000,0.2217000000,585.0250004167,708.4910000000,123.4659995833,0.0000000000,337.1867373682,585.0250004167,123.4659995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,renewable_low_70pct,5
8,RegionE,381.9600000000,297.9300000000,0.2174000000,549.1500004167,741.8670000000,192.7169995833,-0.0000000000,518.3407169765,549.1500004167,192.7169995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,renewable_low_70pct,5
9,RegionE,382.2000000000,298.1200000000,0.2134000000,566.0125000000,762.8460000000,5.7663787926,-0.0000000000,523.7611130415,566.0125000000,5.7663787926,0.0000000000,0.0000000000,0.0000000000,191.0671212074,0.0000000000,-191.0671212074,0.0000000000,1,0,renewable_low_70pct,5
10,RegionE,382.4300000000,298.3000000000,0.2100000000,533.0874995833,770.0000000000,16.9125004167,0.0000000000,539.6588634332,533.0874995833,16.9125004167,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,renewable_low_70pct,5
11,RegionE,382.6600000000,298.4700000000,0.2074000000,452.5875000000,762.8460000000,90.2585000000,0.0000000000,624.5018534332,452.5875000000,90.2585000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,renewable_low_70pct,5
12,RegionE,382.8900000000,298.6500000000,0.2059000000,443.6849995833,741.8670000000,78.1820004167,0.0000000000,697.9929338249,443.6849995833,78.1820004167,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,renewable_low_70pct,5
13,RegionE,383.1200000000,298.8300000000,0.2055000000,430.6812495833,708.4910000000,57.8097504167,0.0000000000,752.3340992166,430.6812495833,57.8097504167,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,renewable_low_70pct,5
14,RegionE,383.3400000000,299.0100000000,0.2063000000,399.7300000000,665.0000000000,45.2700000000,0.0000000000,794.8878992166,399.7300000000,45.2700000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,renewable_low_70pct,5
15,RegionE,383.5500000000,299.1700000000,0.2083000000,371.3024995833,614.3550000000,23.0525004167,0.0000000000,816.5572496083,371.3024995833,23.0525004167,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,renewable_low_70pct,5
16,RegionE,383.7700000000,299.3400000000,0.2113000000,336.3374995833,560.0000000000,3.6625004167,0.0000000000,820.0000000000,336.3374995833,3.6625004167,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,renewable_low_70pct,5
17,RegionE,556.7700000000,434.2800000000,0.2151000000,343.7250000000,505.6450000000,0.0000000000,-0.0000000000,820.0000000000,343.7250000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,161.9200000000,0.0000000000,-161.9200000000,0.0000000000,0,0,renewable_low_70pct,5
18,RegionE,557.0600000000,434.5100000000,0.2196000000,278.7624995833,455.0000000000,0.0000000000,-0.0000000000,820.0000000000,278.7624995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,176.2375004167,0.0000000000,-176.2375004167,0.0000000000,0,0,renewable_low_70pct,5
19,RegionE,557.3500000000,434.7300000000,0.2243000000,322.8250004167,411.5090000000,0.0000000000,51.3534995833,764.7811832438,271.4715008334,0.0000000000,0.0000000000,0.0000000000,0.0000000000,140.0374991666,0.0000000000,-140.0374991666,0.0000000000,0,0,renewable_low_70pct,5
20,RegionE,557.6300000000,434.9500000000,0.2290000000,292.7625000000,378.1330000000,0.0000000000,134.6295000000,620.0182800180,158.1330000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,renewable_low_70pct,5
21,RegionE,557.9000000000,435.1600000000,0.2335000000,309.5500000000,357.1540000000,0.0000000000,172.3960000000,434.6462370072,137.1540000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,renewable_low_70pct,5
22,RegionE,346.4500000000,270.2300000000,0.2373000000,361.8250000000,350.0000000000,0.0000000000,11.8250000000,421.9311832438,350.0000000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
23,RegionE,346.6100000000,270.3600000000,0.2402000000,405.4500004167,357.1540000000,0.0000000000,48.2960004167,370.0000000000,357.1540000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
0,RegionF,260.0000000000,202.8000000000,0.2801000000,478.7519000000,378.1330000000,0.0000000000,100.6189000000,274.3076344086,378.1330000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
1,RegionF,260.1700000000,202.9300000000,0.2811000000,462.8261000000,411.5090000000,0.0000000000,51.3171000000,219.1279569892,411.5090000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
2,RegionF,260.3400000000,203.0700000000,0.2807000000,508.7493000000,455.0000000000,0.0000000000,53.7493000000,161.3330107527,455.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
3,RegionF,260.5100000000,203.2000000000,0.2789000000,547.4335000000,505.6450000000,0.0000000000,41.7885000000,116.3991397849,505.6450000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
4,RegionF,260.6800000000,203.3300000000,0.2759000000,559.1429000000,560.0000000000,0.8571000000,-0.0000000000,117.2048137849,559.1429000000,0.8571000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,renewable_low_70pct,5
5,RegionF,260.8400000000,203.4600000000,0.2719000000,592.5184995767,614.3550000000,21.8365004233,0.0000000000,137.7311241828,592.5184995767,21.8365004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,renewable_low_70pct,5
6,RegionF,261.0100000000,203.5900000000,0.2671000000,613.7783004233,665.0000000000,51.2216995767,0.0000000000,185.8795217849,613.7783004233,51.2216995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,renewable_low_70pct,5
7,RegionF,401.8100000000,313.4100000000,0.2620000000,570.3951000000,708.4910000000,138.0959000000,0.0000000000,315.6896677849,570.3951000000,138.0959000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,renewable_low_70pct,5
8,RegionF,402.0600000000,313.6100000000,0.2569000000,561.6194000000,741.8670000000,180.2476000000,0.0000000000,485.1224117849,561.6194000000,180.2476000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,renewable_low_70pct,5
9,RegionF,402.3100000000,313.8000000000,0.2522000000,554.6089995767,762.8460000000,56.3507770373,0.0000000000,538.0921422000,554.6089995767,56.3507770373,0.0000000000,0.0000000000,0.0000000000,151.8862233860,0.0000000000,-151.8862233860,0.0000000000,1,0,renewable_low_70pct,5
10,RegionF,402.5600000000,314.0000000000,0.2481000000,513.6895995767,770.0000000000,36.3104004233,0.0000000000,572.2239185979,513.6895995767,36.3104004233,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,renewable_low_70pct,5
11,RegionF,402.8000000000,314.1800000000,0.2451000000,456.5522995767,762.8460000000,86.2937004233,0.0000000000,653.3399969958,456.5522995767,86.2937004233,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,renewable_low_70pct,5
12,RegionF,403.0400000000,314.3700000000,0.2433000000,475.1324004233,741.8670000000,46.7345995767,0.0000000000,697.2705205979,475.1324004233,46.7345995767,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,renewable_low_70pct,5
13,RegionF,403.2800000000,314.5600000000,0.2428000000,445.8665200000,708.4910000000,42.6244800000,0.0000000000,737.3375317979,445.8665200000,42.6244800000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,renewable_low_70pct,5
14,RegionF,403.5100000000,314.7400000000,0.2438000000,398.6822100000,665.0000000000,46.3177900000,0.0000000000,780.8762543979,398.6822100000,46.3177900000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,renewable_low_70pct,5
15,RegionF,403.7400000000,314.9200000000,0.2461000000,353.4283000000,614.3550000000,40.9267000000,0.0000000000,819.3473523979,353.4283000000,40.9267000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,renewable_low_70pct,5
16,RegionF,403.9700000000,315.1000000000,0.2497000000,307.3908004233,560.0000000000,32.6091995767,0.0000000000,850.0000000000,307.3908004233,32.6091995767,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,renewable_low_70pct,5
17,RegionF,586.0700000000,457.1300000000,0.2542000000,331.7367004233,505.6450000000,0.0000000000,0.0000000000,850.0000000000,331.7367004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,173.9082995767,0.0000000000,-173.9082995767,0.0000000000,0,0,renewable_low_70pct,5
18,RegionF,586.3800000000,457.3800000000,0.2595000000,310.2737004233,455.0000000000,0.0000000000,-0.0000000000,850.0000000000,310.2737004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,144.7262995767,0.0000000000,-144.7262995767,0.0000000000,0,0,renewable_low_70pct,5
19,RegionF,586.6800000000,457.6100000000,0.2651000000,271.9324000000,411.5090000000,0.0000000000,32.0245008466,815.5650528531,239.9078991534,0.0000000000,0.0000000000,0.0000000000,0.0000000000,171.6011008466,0.0000000000,-171.6011008466,0.0000000000,0,0,renewable_low_70pct,5
20,RegionF,586.9800000000,457.8400000000,0.2707000000,319.8495000000,378.1330000000,0.0000000000,161.7165000000,641.6763431757,158.1330000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,renewable_low_70pct,5
21,RegionF,587.2700000000,458.0700000000,0.2759000000,325.3993995767,357.1540000000,0.0000000000,188.2453995767,439.2619350287,137.1540000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,renewable_low_70pct,5
22,RegionF,364.6800000000,284.4500000000,0.2804000000,368.4523995767,350.0000000000,0.0000000000,18.4523995767,419.4206451613,350.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
23,RegionF,364.8500000000,284.5800000000,0.2839000000,391.4902000000,357.1540000000,0.0000000000,34.3362000000,382.5000000000,357.1540000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
