Hour,Region,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,Total_Load_MW,AvailableRenewable_MW,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridLoadPurchase_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,GridEnergyForCost_MW,ChargeMode,Scenario,CoordinationIteration
13,RegionE,383.1200000000,298.8300000000,0.2055000000,430.6812495833,708.4910000000,0.0000000000,0.0000000000,370.0000000000,430.6812495833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,57.8097504167,-220.0000000000,0.0000000000,0,renewable_low_70pct,5
14,RegionE,383.3400000000,299.0100000000,0.2063000000,399.7300000000,665.0000000000,0.0000000000,0.0000000000,370.0000000000,399.7300000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,45.2700000000,-220.0000000000,0.0000000000,0,renewable_low_70pct,5
15,RegionE,383.5500000000,299.1700000000,0.2083000000,371.3024995833,614.3550000000,0.0000000000,0.0000000000,370.0000000000,371.3024995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,23.0525004167,-220.0000000000,0.0000000000,0,renewable_low_70pct,5
16,RegionE,383.7700000000,299.3400000000,0.2113000000,336.3374995833,560.0000000000,0.0000000000,0.0000000000,370.0000000000,336.3374995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,3.6625004167,-220.0000000000,0.0000000000,0,renewable_low_70pct,5
17,RegionE,556.7700000000,434.2800000000,0.2151000000,343.7250000000,505.6450000000,0.0000000000,0.0000000000,370.0000000000,343.7250000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,161.9200000000,0.0000000000,-161.9200000000,0.0000000000,0,renewable_low_70pct,5
18,RegionE,557.0600000000,434.5100000000,0.2196000000,278.7624995833,455.0000000000,0.0000000000,0.0000000000,370.0000000000,278.7624995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,176.2375004167,0.0000000000,-176.2375004167,0.0000000000,0,renewable_low_70pct,5
19,RegionE,557.3500000000,434.7300000000,0.2243000000,322.8250004167,411.5090000000,0.0000000000,0.0000000000,370.0000000000,322.8250004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,88.6839995833,0.0000000000,-88.6839995833,0.0000000000,0,renewable_low_70pct,5
20,RegionE,557.6300000000,434.9500000000,0.2290000000,292.7625000000,378.1330000000,0.0000000000,0.0000000000,370.0000000000,292.7625000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,85.3705000000,0.0000000000,-85.3705000000,0.0000000000,0,renewable_low_70pct,5
21,RegionE,557.9000000000,435.1600000000,0.2335000000,309.5500000000,357.1540000000,0.0000000000,0.0000000000,370.0000000000,309.5500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,47.6040000000,0.0000000000,-47.6040000000,0.0000000000,0,renewable_low_70pct,5
22,RegionE,346.4500000000,270.2300000000,0.2373000000,361.8250000000,350.0000000000,0.0000000000,0.0000000000,370.0000000000,350.0000000000,0.0000000000,0.0000000000,11.8250000000,11.8250000000,0.0000000000,0.0000000000,11.8250000000,11.8250000000,0,renewable_low_70pct,5
23,RegionE,346.6100000000,270.3600000000,0.2402000000,405.4500004167,357.1540000000,0.0000000000,0.0000000000,370.0000000000,357.1540000000,0.0000000000,0.0000000000,48.2960004167,48.2960004167,0.0000000000,0.0000000000,48.2960004167,48.2960004167,0,renewable_low_70pct,5
0,RegionF,260.0000000000,202.8000000000,0.2801000000,478.7519000000,378.1330000000,0.0000000000,0.0000000000,382.5000000000,378.1330000000,0.0000000000,0.0000000000,100.6189000000,100.6189000000,0.0000000000,0.0000000000,100.6189000000,100.6189000000,0,renewable_low_70pct,5
1,RegionF,260.1700000000,202.9300000000,0.2811000000,462.8261000000,411.5090000000,0.0000000000,0.0000000000,382.5000000000,411.5090000000,0.0000000000,0.0000000000,51.3171000000,51.3171000000,0.0000000000,0.0000000000,51.3171000000,51.3171000000,0,renewable_low_70pct,5
2,RegionF,260.3400000000,203.0700000000,0.2807000000,508.7493000000,455.0000000000,0.0000000000,0.0000000000,382.5000000000,455.0000000000,0.0000000000,0.0000000000,53.7493000000,53.7493000000,0.0000000000,0.0000000000,53.7493000000,53.7493000000,0,renewable_low_70pct,5
3,RegionF,260.5100000000,203.2000000000,0.2789000000,547.4335000000,505.6450000000,0.0000000000,0.0000000000,382.5000000000,505.6450000000,0.0000000000,0.0000000000,41.7885000000,41.7885000000,0.0000000000,0.0000000000,41.7885000000,41.7885000000,0,renewable_low_70pct,5
4,RegionF,260.6800000000,203.3300000000,0.2759000000,559.1429000000,560.0000000000,0.0000000000,0.0000000000,382.5000000000,559.1429000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.8571000000,0.0000000000,-0.8571000000,0.0000000000,0,renewable_low_70pct,5
5,RegionF,260.8400000000,203.4600000000,0.2719000000,592.5184995767,614.3550000000,0.0000000000,0.0000000000,382.5000000000,592.5184995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,21.8365004233,0.0000000000,-21.8365004233,0.0000000000,0,renewable_low_70pct,5
6,RegionF,261.0100000000,203.5900000000,0.2671000000,613.7783004233,665.0000000000,0.0000000000,0.0000000000,382.5000000000,613.7783004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,51.2216995767,0.0000000000,-51.2216995767,0.0000000000,0,renewable_low_70pct,5
7,RegionF,401.8100000000,313.4100000000,0.2620000000,570.3951000000,708.4910000000,0.0000000000,0.0000000000,382.5000000000,570.3951000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,138.0959000000,0.0000000000,-138.0959000000,0.0000000000,0,renewable_low_70pct,5
8,RegionF,402.0600000000,313.6100000000,0.2569000000,561.6194000000,741.8670000000,0.0000000000,0.0000000000,382.5000000000,561.6194000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.2476000000,0.0000000000,-180.2476000000,0.0000000000,0,renewable_low_70pct,5
9,RegionF,402.3100000000,313.8000000000,0.2522000000,554.6089995767,762.8460000000,0.0000000000,0.0000000000,382.5000000000,554.6089995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,208.2370004233,0.0000000000,-208.2370004233,0.0000000000,0,renewable_low_70pct,5
10,RegionF,402.5600000000,314.0000000000,0.2481000000,513.6895995767,770.0000000000,0.0000000000,0.0000000000,382.5000000000,513.6895995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,36.3104004233,-220.0000000000,0.0000000000,0,renewable_low_70pct,5
11,RegionF,402.8000000000,314.1800000000,0.2451000000,456.5522995767,762.8460000000,0.0000000000,0.0000000000,382.5000000000,456.5522995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,86.2937004233,-220.0000000000,0.0000000000,0,renewable_low_70pct,5
12,RegionF,403.0400000000,314.3700000000,0.2433000000,475.1324004233,741.8670000000,0.0000000000,0.0000000000,382.5000000000,475.1324004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,46.7345995767,-220.0000000000,0.0000000000,0,renewable_low_70pct,5
13,RegionF,403.2800000000,314.5600000000,0.2428000000,445.8665200000,708.4910000000,0.0000000000,0.0000000000,382.5000000000,445.8665200000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,42.6244800000,-220.0000000000,0.0000000000,0,renewable_low_70pct,5
14,RegionF,403.5100000000,314.7400000000,0.2438000000,398.6822100000,665.0000000000,0.0000000000,0.0000000000,382.5000000000,398.6822100000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,46.3177900000,-220.0000000000,0.0000000000,0,renewable_low_70pct,5
15,RegionF,403.7400000000,314.9200000000,0.2461000000,353.4283000000,614.3550000000,0.0000000000,0.0000000000,382.5000000000,353.4283000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,40.9267000000,-220.0000000000,0.0000000000,0,renewable_low_70pct,5
16,RegionF,403.9700000000,315.1000000000,0.2497000000,307.3908004233,560.0000000000,0.0000000000,0.0000000000,382.5000000000,307.3908004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,32.6091995767,-220.0000000000,0.0000000000,0,renewable_low_70pct,5
17,RegionF,586.0700000000,457.1300000000,0.2542000000,331.7367004233,505.6450000000,0.0000000000,0.0000000000,382.5000000000,331.7367004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,173.9082995767,0.0000000000,-173.9082995767,0.0000000000,0,renewable_low_70pct,5
18,RegionF,586.3800000000,457.3800000000,0.2595000000,310.2737004233,455.0000000000,0.0000000000,0.0000000000,382.5000000000,310.2737004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,144.7262995767,0.0000000000,-144.7262995767,0.0000000000,0,renewable_low_70pct,5
19,RegionF,586.6800000000,457.6100000000,0.2651000000,271.9324000000,411.5090000000,0.0000000000,0.0000000000,382.5000000000,271.9324000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,139.5766000000,0.0000000000,-139.5766000000,0.0000000000,0,renewable_low_70pct,5
20,RegionF,586.9800000000,457.8400000000,0.2707000000,319.8495000000,378.1330000000,0.0000000000,0.0000000000,382.5000000000,319.8495000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,58.2835000000,0.0000000000,-58.2835000000,0.0000000000,0,renewable_low_70pct,5
21,RegionF,587.2700000000,458.0700000000,0.2759000000,325.3993995767,357.1540000000,0.0000000000,0.0000000000,382.5000000000,325.3993995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,31.7546004233,0.0000000000,-31.7546004233,0.0000000000,0,renewable_low_70pct,5
22,RegionF,364.6800000000,284.4500000000,0.2804000000,368.4523995767,350.0000000000,0.0000000000,0.0000000000,382.5000000000,350.0000000000,0.0000000000,0.0000000000,18.4523995767,18.4523995767,0.0000000000,0.0000000000,18.4523995767,18.4523995767,0,renewable_low_70pct,5
23,RegionF,364.8500000000,284.5800000000,0.2839000000,391.4902000000,357.1540000000,0.0000000000,0.0000000000,382.5000000000,357.1540000000,0.0000000000,0.0000000000,34.3362000000,34.3362000000,0.0000000000,0.0000000000,34.3362000000,34.3362000000,0,renewable_low_70pct,5
