Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AvailableRenewable_MW,NonAI_IT_Load_MW,AbsoluteHour,AI_IT_Load_MW,IT_Load_MW,PUE,Total_Load_MW,Q2Method,ObservedElectricityPrice_CNY_per_MWh,ObservedCarbonIntensity_tCO2_per_MWh,ObservedAvailableRenewable_MW,ScenarioPriceMultiplier,ScenarioCarbonMultiplier,ScenarioRenewableMultiplier,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridLoadPurchase_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,ChargeMode,GridImportMode,Method
51,RegionA,Valley,473.0400000000,0.0000000000,0.6787000000,722.3500000000,393.1773330000,2379,2.7426666667,395.9199996667,1.3500000000,534.4919995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,473.0400000000,0.6787000000,722.3500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,534.4919995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,187.8580004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
52,RegionA,Valley,473.2200000000,0.0000000000,0.6712000000,800.0000000000,376.7273330000,2380,2.2293333333,378.9566663333,1.3500000000,511.5914995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,473.2200000000,0.6712000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,511.5914995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,288.4085004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
53,RegionA,Valley,473.3900000000,0.0000000000,0.6612000000,877.6500000000,374.4486670000,2381,1.8813333333,376.3300003333,1.3500000000,508.0455004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,473.3900000000,0.6612000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,508.0455004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,369.6044995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
54,RegionA,Valley,473.5500000000,0.0000000000,0.6496000000,950.0000000000,376.8520000000,2382,1.5906666667,378.4426666667,1.3500000000,510.8976000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,473.5500000000,0.6496000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,510.8976000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,439.1024000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
55,RegionA,Flat,728.7800000000,0.0000000000,0.6370000000,1012.1300000000,391.7786670000,2383,2.9213333333,394.7000003333,1.3500000000,532.8450004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,728.7800000000,0.6370000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,532.8450004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,479.2849995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
56,RegionA,Flat,729.0000000000,0.0000000000,0.6245000000,1059.8100000000,394.5553330000,2384,3.1680000000,397.7233330000,1.3500000000,536.9264995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,729.0000000000,0.6245000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,536.9264995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,522.8835004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
57,RegionA,Flat,729.2000000000,0.0000000000,0.6128000000,1089.7800000000,397.4733330000,2385,2.9666666667,400.4399996667,1.3500000000,540.5939995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,729.2000000000,0.6128000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,540.5939995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,549.1860004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
58,RegionA,Flat,729.4000000000,0.0000000000,0.6027000000,1100.0000000000,396.8240000000,2386,18.1760000000,415.0000000000,1.3500000000,560.2500000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,729.4000000000,0.6027000000,1100.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,560.2500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,539.7500000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
59,RegionA,Flat,729.5700000000,0.0000000000,0.5950000000,1089.7800000000,369.5850000000,2387,17.9266666667,387.5116666667,1.3500000000,523.1407500000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,729.5700000000,0.5950000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,523.1407500000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,566.6392500000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
60,RegionA,Flat,729.7400000000,0.0000000000,0.5902000000,1059.8100000000,342.4593330000,2388,17.6253333333,360.0846663333,1.3500000000,486.1142995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,729.7400000000,0.5902000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,486.1142995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,573.6957004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
61,RegionA,Flat,729.8900000000,0.0000000000,0.5887000000,1012.1300000000,315.1733330000,2389,17.5133333333,332.6866663333,1.3500000000,449.1269995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,729.8900000000,0.5887000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,449.1269995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,563.0030004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
62,RegionA,Flat,730.0200000000,0.0000000000,0.5905000000,950.0000000000,303.7700000000,2390,14.0933333333,317.8633333333,1.3500000000,429.1155000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,730.0200000000,0.5905000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,429.1155000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,520.8845000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
63,RegionA,Flat,730.1400000000,0.0000000000,0.5955000000,877.6500000000,261.0856670000,2391,1.9200000000,263.0056670000,1.3500000000,355.0576504500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,730.1400000000,0.5955000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,355.0576504500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,522.5923495500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
64,RegionA,Flat,730.2400000000,0.0000000000,0.6035000000,800.0000000000,246.1323330000,2392,1.8026666667,247.9349996667,1.3500000000,334.7122495500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,730.2400000000,0.6035000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,334.7122495500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,465.2877504500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
65,RegionA,Peak,1270.7760000000,0.0000000000,0.6138000000,722.3500000000,205.5583330000,2393,3.1066666667,208.6649996667,1.3500000000,281.6977495500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1058.9800000000,0.6138000000,722.3500000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,281.6977495500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,440.6522504500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
66,RegionA,Peak,1270.9080000000,0.0000000000,0.6258000000,650.0000000000,216.9636670000,2394,2.9880000000,219.9516670000,1.3500000000,296.9347504500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1059.0900000000,0.6258000000,650.0000000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,296.9347504500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,353.0652495500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
67,RegionA,Peak,1271.0040000000,0.0000000000,0.6386000000,587.8700000000,224.5660000000,2395,2.6173333333,227.1833333333,1.3500000000,306.6975000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1059.1700000000,0.6386000000,587.8700000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,306.6975000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,281.1725000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
68,RegionA,Peak,1271.0760000000,0.0000000000,0.6514000000,540.1900000000,219.6760000000,2396,3.0440000000,222.7200000000,1.3500000000,300.6720000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1059.2300000000,0.6514000000,540.1900000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,300.6720000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,239.5180000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
69,RegionA,Peak,1271.1240000000,0.0000000000,0.6633000000,510.2200000000,207.5086670000,2397,2.1813333333,209.6900003333,1.3500000000,283.0815004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,1059.2700000000,0.6633000000,510.2200000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,283.0815004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,227.1384995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
70,RegionA,Flat,657.4900000000,0.0000000000,0.6735000000,500.0000000000,260.8906670000,2398,6.6893333333,267.5800003333,1.3500000000,361.2330004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,657.4900000000,0.6735000000,500.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,361.2330004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,138.7669995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
71,RegionA,Flat,657.4900000000,0.0000000000,0.6812000000,510.2200000000,302.2800000000,2399,5.6400000000,307.9200000000,1.3500000000,415.6920000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,657.4900000000,0.6812000000,510.2200000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,157.5000000000,415.6920000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,94.5280000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
0,RegionB,Valley,440.3000000000,0.0000000000,0.6112000000,540.1900000000,329.5996670000,2328,18.1936666667,347.7933336667,1.3500000000,469.5210004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,440.3000000000,0.6112000000,540.1900000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,469.5210004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,70.6689995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
1,RegionB,Valley,440.5000000000,0.0000000000,0.6132000000,587.8700000000,349.9616670000,2329,30.3000000000,380.2616670000,1.3500000000,513.3532504500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,440.5000000000,0.6132000000,587.8700000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,513.3532504500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,74.5167495500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
2,RegionB,Valley,440.7100000000,0.0000000000,0.6121000000,650.0000000000,354.2093330000,2330,30.0506666667,384.2599996667,1.3500000000,518.7509995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,440.7100000000,0.6121000000,650.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,518.7509995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,131.2490004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
3,RegionB,Valley,440.9200000000,0.0000000000,0.6079000000,722.3500000000,352.7773330000,2331,41.4026666667,394.1799996667,1.3500000000,532.1429995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,440.9200000000,0.6079000000,722.3500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,532.1429995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,190.2070004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
4,RegionB,Valley,441.1400000000,0.0000000000,0.6010000000,800.0000000000,339.1006670000,2332,61.6516666667,400.7523336667,1.3500000000,541.0156504500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,441.1400000000,0.6010000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,541.0156504500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,258.9843495500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
5,RegionB,Valley,441.3700000000,0.0000000000,0.5919000000,877.6500000000,346.7413330000,2333,53.7180000000,400.4593330000,1.3500000000,540.6200995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,441.3700000000,0.5919000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,540.6200995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,337.0299004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
6,RegionB,Valley,441.6100000000,0.0000000000,0.5812000000,950.0000000000,364.8793330000,2334,37.4940000000,402.3733330000,1.3500000000,543.2039995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,441.6100000000,0.5812000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,543.2039995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,406.7960004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
7,RegionB,Flat,679.7600000000,0.0000000000,0.5697000000,1012.1300000000,346.4893330000,2335,45.1973333333,391.6866663333,1.3500000000,528.7769995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,679.7600000000,0.5697000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,528.7769995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,483.3530004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
8,RegionB,Flat,680.1400000000,0.0000000000,0.5582000000,1059.8100000000,358.4623330000,2336,34.1376666667,392.5999996667,1.3500000000,530.0099995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,680.1400000000,0.5582000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,530.0099995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,529.8000004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
9,RegionB,Flat,680.5300000000,0.0000000000,0.5475000000,1089.7800000000,379.0433330000,2337,15.9766666667,395.0199996667,1.3500000000,533.2769995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,680.5300000000,0.5475000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,533.2769995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,556.5030004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
10,RegionB,Flat,680.9200000000,0.0000000000,0.5385000000,1100.0000000000,378.1320000000,2338,17.3346666667,395.4666666667,1.3500000000,533.8800000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,680.9200000000,0.5385000000,1100.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,533.8800000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,566.1200000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
11,RegionB,Flat,681.3200000000,0.0000000000,0.5317000000,1089.7800000000,372.8233330000,2339,35.6483333333,408.4716663333,1.3500000000,551.4367495500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,681.3200000000,0.5317000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,551.4367495500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,538.3432504500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
12,RegionB,Flat,681.7300000000,0.0000000000,0.5276000000,1059.8100000000,322.6046670000,2340,64.6866666667,387.2913336667,1.3500000000,522.8433004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,681.7300000000,0.5276000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,522.8433004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,536.9666995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
13,RegionB,Flat,682.1500000000,0.0000000000,0.5266000000,1012.1300000000,323.3373330000,2341,75.0430000000,398.3803330000,1.3500000000,537.8134495500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,682.1500000000,0.5266000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,537.8134495500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,474.3165504500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
14,RegionB,Flat,682.5700000000,0.0000000000,0.5288000000,950.0000000000,276.1840000000,2342,73.4320000000,349.6160000000,1.3500000000,471.9816000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,682.5700000000,0.5288000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,471.9816000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,478.0184000000,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
15,RegionB,Flat,682.9900000000,0.0000000000,0.5341000000,877.6500000000,242.6993330000,2343,76.6106666667,319.3099996667,1.3500000000,431.0684995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,682.9900000000,0.5341000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,431.0684995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,446.5815004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
16,RegionB,Flat,683.4200000000,0.0000000000,0.5421000000,800.0000000000,238.4366670000,2344,41.3233333333,279.7600003333,1.3500000000,377.6760004500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,683.4200000000,0.5421000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,377.6760004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,422.3239995500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
17,RegionB,Peak,1189.9080000000,0.0000000000,0.5523000000,722.3500000000,219.4903330000,2345,9.9423333333,229.4326663333,1.3500000000,309.7340995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,991.5900000000,0.5523000000,722.3500000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,309.7340995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,412.6159004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
18,RegionB,Peak,1190.6760000000,0.0000000000,0.5641000000,650.0000000000,184.2533330000,2346,3.5600000000,187.8133330000,1.3500000000,253.5479995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,992.2300000000,0.5641000000,650.0000000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,253.5479995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,396.4520004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
19,RegionB,Peak,1191.4440000000,0.0000000000,0.5768000000,587.8700000000,202.8813330000,2347,3.3666666667,206.2479996667,1.3500000000,278.4347995500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,992.8700000000,0.5768000000,587.8700000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,144.0000000000,278.4347995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,309.4352004500,0.0000000000,0,1,Q2_candidate_plus_integrated_storage_MILP
